customer_id,name,email,phone,address,registration_date,loyalty_status,country_code,transaction_id,amount,transaction_date,product_category,payment_method,store_location
162,Michael Phillips,dillon00@example.org,+1 7841313577,"PSC 2333, Box 8395, APO AA 76148",13-06-2024,Silver,AA,991,3055.0,2025-04-30 22:46:03,Clothing,Debit Card,Los Angeles
163,Holly Kelly,nreyes@example.org,+687 5015916873,"93900 Rachel Row, Marshallborough, NC 46843",26-07-2024,Bronze,NC,568,1033.56,2025-06-03 10:57:12,Clothing,Cash,Online
164,Dr. Michelle Washington,snyderdavid@example.org,+687 1239878864,"69374 Kevin Falls, New Anthony, NC 01785",08-05-2024,Bronze,NC,547,3634.63,2025-06-13 19:02:29,Clothing,Debit Card,Los Angeles
166,Christopher Taylor,brendaalvarez@example.org,+1 3062613388,"8133 Trevor Station, Rhondaside, CT 00911",20-08-2024,Gold,CT,72,2510.17,2025-02-24 12:52:37,Clothing,PayPal,New York
168,Dr. Nicholas Gonzalez,jasonharrington@example.org,+1 5263664564,"6874 Christopher Village Suite 491, North Scottland, NH 36604",04-12-2024,Silver,NH,688,1578.94,2025-04-29 09:08:38,Electronics,Credit Card,Los Angeles
169,Christine Dorsey,tamidavis@example.net,+853 1795716700,"667 Wilson Orchard Suite 785, Joshuamouth, MO 32120",29-03-2025,Bronze,MO,386,1052.66,2025-05-02 16:08:51,Clothing,Cash,Online
169,Christine Dorsey,tamidavis@example.net,+853 1795716700,"667 Wilson Orchard Suite 785, Joshuamouth, MO 32120",29-03-2025,Bronze,MO,917,1569.36,2025-04-04 16:36:25,Electronics,PayPal,Los Angeles
171,Andrew Carter,rdominguez@example.org,+1-787 or +1-939 6041838961,"3836 Christy Mountain, Moorehaven, PR 42134",30-10-2024,Silver,PR,48,1722.4,2025-06-02 12:22:28,Clothing,Credit Card,Los Angeles
172,Kyle Serrano,leejennifer@example.org,+241 5486507419,"1302 Berger Hills, North Daniel, GA 21472",27-03-2024,Gold,GA,640,1461.36,2025-05-20 17:15:47,Home,Credit Card,Miami
173,John Perkins,tyler16@example.org,+1 3826429163,"7298 Monroe Dam, Lynnmouth, IA 63834",13-03-2025,Silver,IA,796,2937.74,2025-05-24 13:11:14,Beauty,Cash,Chicago
174,Kelly Garner,mosskevin@example.org,+355 4625944736,"6770 Jade Loop Suite 025, New Jacquelinetown, AL 33958",08-01-2024,Silver,AL,338,1768.12,2025-01-24 21:24:54,Beauty,Cash,New York
174,Kelly Garner,mosskevin@example.org,+355 4625944736,"6770 Jade Loop Suite 025, New Jacquelinetown, AL 33958",08-01-2024,Silver,AL,953,4405.23,2025-01-27 20:17:31,Electronics,Debit Card,Miami
175,Hector Smith,dblanchard@example.net,+1-671 1295992470,"59147 Hernandez Roads, Port Jeremystad, GU 06583",22-10-2024,Bronze,GU,367,3546.1,2025-05-07 10:43:47,Beauty,Debit Card,Online
176,Alexandra Williams,katherinerobinson@example.org,+62 6278407846,"11069 Maria Parkways Suite 034, Ryantown, ID 76602",28-06-2024,Silver,ID,973,2532.5501263157894,2025-03-31 14:14:54,Sports,Cash,Miami
178,Michael Long Jr.,julieproctor@example.com,+1 4504833650,"3591 Samantha Circle Suite 117, Bennettburgh, ME 70457",26-04-2024,Silver,ME,669,3787.45,2025-04-25 10:31:13,Electronics,Debit Card,Online
181,Dana Howard,williamwalsh@example.org,+373 9699636070,"303 Spencer Extensions, Angelton, MD 12555",27-02-2024,Bronze,MD,633,1969.55,2025-03-31 15:16:21,Sports,PayPal,Online
183,Jacob Garcia,olsenamy@example.com,+1 5731242099,"USCGC Schwartz, FPO AP 74066",27-04-2024,Gold,AP,394,1476.9,2025-01-11 18:56:11,Home,Cash,Online
184,Katherine Howe,fryneil@example.org,+49 2396243402,"47920 Griffin Island Suite 341, East William, DE 22861",13-03-2025,Gold,DE,24,2532.5501263157894,2025-02-27 13:58:05,Beauty,Debit Card,Los Angeles
184,Katherine Howe,fryneil@example.org,+49 2396243402,"47920 Griffin Island Suite 341, East William, DE 22861",13-03-2025,Gold,DE,154,2532.5501263157894,2025-04-01 12:35:51,Beauty,Debit Card,Chicago
184,Katherine Howe,fryneil@example.org,+49 2396243402,"47920 Griffin Island Suite 341, East William, DE 22861",13-03-2025,Gold,DE,451,1106.44,2025-02-20 15:50:12,Beauty,Credit Card,Chicago
186,Amanda Salazar,annahowell@example.com,+212 6958084490,"2696 Laura Walk Apt. 575, Port Natalie, MA 35406",26-11-2024,Silver,MA,499,2532.5501263157894,2025-04-01 06:40:46,Sports,Cash,New York
191,Ryan Henderson,lisa16@example.com,+241 1928155725,"7779 April Rue Apt. 159, Christopherbury, GA 20951",09-04-2025,Silver,GA,402,4652.75,2025-02-12 03:07:31,Sports,Credit Card,Los Angeles
191,Ryan Henderson,lisa16@example.com,+241 1928155725,"7779 April Rue Apt. 159, Christopherbury, GA 20951",09-04-2025,Silver,GA,680,2029.14,2025-02-11 12:28:25,Beauty,Credit Card,Los Angeles
192,Jeffrey Holland,sheila53@example.com,+1 2289657372,"69465 Tiffany Harbor Suite 409, Port Brian, WV 63970",28-10-2024,Silver,WV,588,4069.52,2025-02-10 03:39:17,Clothing,Debit Card,Chicago
195,Stephanie Ruiz,frederickandrew@example.org,+54 6905219720,"082 Pratt Stravenue Suite 923, Donaldhaven, AR 98162",31-12-2023,Silver,AR,685,4799.04,2025-01-24 11:23:30,Electronics,Debit Card,Online
199,Mary Hays,xthompson@example.net,+1 6005781116,"631 Christina Crescent Apt. 866, Walterside, DC 89763",08-05-2025,Silver,DC,606,2778.46,2025-06-14 07:21:44,Electronics,Credit Card,Chicago
199,Mary Hays,xthompson@example.net,+1 6005781116,"631 Christina Crescent Apt. 866, Walterside, DC 89763",08-05-2025,Silver,DC,770,3038.46,2025-05-01 00:19:27,Sports,PayPal,New York
200,Sarah Brown,thomasjohnston@example.com,+1-787 or +1-939 9236462805,"6903 Monica Cove Suite 303, Jasonhaven, PR 14478",25-07-2024,Silver,PR,9,2821.46,2025-01-22 19:12:23,Electronics,PayPal,New York
201,Christine Waller,melissa65@example.com,+1-684 3731426168,"048 Jacqueline Gardens Apt. 811, Dianabury, AS 65883",22-02-2025,Silver,AS,645,2532.5501263157894,2025-02-17 04:45:49,Home,PayPal,Online
202,Tracey Armstrong,orichard@example.org,+54 8547005068,"8179 Moses Forge Suite 381, Sanchezberg, AR 30080",07-09-2023,Bronze,AR,468,3683.34,2025-01-12 07:17:10,Sports,Debit Card,Online
202,Tracey Armstrong,orichard@example.org,+54 8547005068,"8179 Moses Forge Suite 381, Sanchezberg, AR 30080",07-09-2023,Bronze,AR,541,2542.15,2025-05-23 18:07:04,Clothing,Debit Card,Online
202,Tracey Armstrong,orichard@example.org,+54 8547005068,"8179 Moses Forge Suite 381, Sanchezberg, AR 30080",07-09-2023,Bronze,AR,910,4542.68,2025-03-26 04:05:08,Home,Cash,Online
205,Timothy Ball,clarkrobert@example.org,+853 1892837779,"23501 Barbara Row Suite 231, Lake Allison, MO 60905",25-10-2024,Bronze,MO,260,3657.37,2025-06-09 06:10:04,Home,Credit Card,Los Angeles
205,Timothy Ball,clarkrobert@example.org,+853 1892837779,"23501 Barbara Row Suite 231, Lake Allison, MO 60905",25-10-2024,Bronze,MO,848,2532.5501263157894,2025-03-19 18:36:57,Beauty,Debit Card,Chicago
206,Christopher Sanchez,jasmine14@example.com,+1 8218345849,"43879 White Pike, Loriland, NJ 35550",20-01-2025,Gold,NJ,623,3590.37,2025-02-06 01:21:26,Home,PayPal,Chicago
208,Michael Robinson PhD,zjackson@example.net,+1 4785051871,"167 Reed Fall Suite 928, Port Arthurtown, NM 18018",21-03-2024,Bronze,NM,35,3632.29,2025-01-25 13:36:46,Home,Cash,Los Angeles
208,Michael Robinson PhD,zjackson@example.net,+1 4785051871,"167 Reed Fall Suite 928, Port Arthurtown, NM 18018",21-03-2024,Bronze,NM,228,2875.15,2025-01-15 02:40:17,Home,Debit Card,Los Angeles
208,Michael Robinson PhD,zjackson@example.net,+1 4785051871,"167 Reed Fall Suite 928, Port Arthurtown, NM 18018",21-03-2024,Bronze,NM,947,2226.28,2025-03-07 03:05:29,Beauty,Cash,Los Angeles
210,Steven Little,stevenlittle@example.com,+39 4594012577,"98653 Patel Brook Suite 801, North Pamela, VA 64279",09-11-2024,Gold,VA,41,4484.24,2025-01-27 13:52:07,Beauty,Cash,Los Angeles
210,Steven Little,stevenlittle@example.com,+39 4594012577,"98653 Patel Brook Suite 801, North Pamela, VA 64279",09-11-2024,Gold,VA,46,4277.78,2025-02-23 04:30:59,Beauty,Credit Card,Online
210,Steven Little,stevenlittle@example.com,+39 4594012577,"98653 Patel Brook Suite 801, North Pamela, VA 64279",09-11-2024,Gold,VA,944,3463.49,2025-02-04 20:33:32,Electronics,PayPal,New York
211,Larry Miller,shannon34@example.org,+691 1866454657,"000 Cox River Apt. 756, Levineburgh, FM 77498",18-04-2024,Silver,FM,666,2927.3,2025-02-23 04:59:04,Clothing,Cash,Chicago
212,Andrea Harris,lucas50@example.net,+1 5861581353,"04344 Mary Point, Robertland, NY 04590",23-04-2025,Silver,NY,406,4022.7,2025-06-10 20:02:00,Electronics,PayPal,Online
214,James Richardson,lisathomas@example.org,+1 8901383152,"147 Flynn Brook Suite 487, Ericksonmouth, RI 44875",30-08-2023,Bronze,RI,372,1835.58,2025-01-06 06:03:57,Home,Cash,New York
214,James Richardson,lisathomas@example.org,+1 8901383152,"147 Flynn Brook Suite 487, Ericksonmouth, RI 44875",30-08-2023,Bronze,RI,884,4640.15,2025-03-13 08:28:17,Clothing,Credit Card,Los Angeles
215,David Baker,andersonscott@example.com,+241 4416029809,"5386 Park Valleys Suite 887, Johnsonhaven, GA 79098",21-06-2024,Bronze,GA,302,3418.9,2025-06-15 00:41:01,Sports,Credit Card,Los Angeles
215,David Baker,andersonscott@example.com,+241 4416029809,"5386 Park Valleys Suite 887, Johnsonhaven, GA 79098",21-06-2024,Bronze,GA,361,1785.49,2025-02-20 03:44:19,Home,Cash,New York
215,David Baker,andersonscott@example.com,+241 4416029809,"5386 Park Valleys Suite 887, Johnsonhaven, GA 79098",21-06-2024,Bronze,GA,474,1730.82,2025-06-15 11:38:29,Beauty,Credit Card,New York
216,Jonathan Mcintyre,baileyjames@example.org,+971 4595298428,"Unit 6819 Box 5672, DPO AE 26000",26-01-2025,Gold,AE,536,3279.26,2025-01-02 20:44:21,Clothing,Cash,Online
216,Jonathan Mcintyre,baileyjames@example.org,+971 4595298428,"Unit 6819 Box 5672, DPO AE 26000",26-01-2025,Gold,AE,887,3982.83,2025-05-30 16:26:55,Beauty,Cash,Los Angeles
218,Sharon Reynolds,kempjustin@example.org,+1 8235006328,"23627 Brown Hills Apt. 797, Washingtonberg, CA 57523",01-05-2024,Silver,CA,59,1342.26,2025-04-25 00:29:20,Sports,Credit Card,Miami
219,Elizabeth Sullivan,alexandracastro@example.org,+1 8009391079,"67548 Sharp Burg, West Jimmymouth, VT 18884",29-11-2024,Gold,VT,279,2937.66,2025-06-09 09:17:16,Sports,PayPal,New York
225,Justin Patterson,zmcdonald@example.org,+687 2856495333,"281 Terry Ports Suite 790, Kimberlymouth, NC 70991",16-07-2024,Silver,NC,396,3340.79,2025-05-12 23:17:27,Clothing,PayPal,Online
226,Ryan Thompson,ryanthompson@example.com,+1-670 5157001163,"62857 Anne Trafficway Suite 294, New Anthony, MP 17429",28-03-2025,Gold,MP,368,2300.1,2025-05-08 20:50:22,Home,Debit Card,Miami
229,Wendy Anderson,spencerkristina@example.com,+1 8689869717,"9098 Doris Course Apt. 339, Morrisshire, DC 26972",23-03-2025,Gold,DC,955,4694.35,2025-04-10 23:33:36,Sports,Cash,Miami
230,Tyler Velazquez,kathrynharris@example.net,+1 5032559423,"61344 Jennifer Unions Suite 031, Eriktown, NM 32136",29-09-2024,Gold,NM,873,3671.14,2025-02-07 13:32:18,Sports,Credit Card,Chicago
230,Tyler Velazquez,kathrynharris@example.net,+1 5032559423,"61344 Jennifer Unions Suite 031, Eriktown, NM 32136",29-09-2024,Gold,NM,922,2641.59,2025-03-01 13:18:01,Sports,PayPal,New York
231,Jeffrey Alvarez,dunnrobert@example.net,+507 9073454774,"80418 Miller Locks Apt. 605, Jeffreyton, PA 86139",12-12-2023,Gold,PA,781,4289.58,2025-03-14 01:26:29,Home,Credit Card,New York
234,Andrew Miranda,gatesdonna@example.org,+1 6993058776,"4104 Tracy River, Sandraborough, WV 09864",07-08-2023,Silver,WV,272,2532.5501263157894,2025-01-16 19:10:19,Clothing,PayPal,Chicago
234,Andrew Miranda,gatesdonna@example.org,+1 6993058776,"4104 Tracy River, Sandraborough, WV 09864",07-08-2023,Silver,WV,487,1095.54,2025-06-06 22:01:56,Clothing,Debit Card,Miami
235,Jennifer Arellano,khernandez@example.com,+1 9673311376,"675 Snow Port Suite 686, Gonzalezshire, NV 15874",08-11-2023,Gold,NV,997,2125.18,2025-06-09 12:37:36,Electronics,PayPal,Chicago
236,Melissa Bryan,mooredanielle@example.net,+1 9147835675,"6245 Timothy Village Apt. 972, New Steven, RI 47937",18-02-2025,Silver,RI,798,4593.87,2025-04-09 01:32:54,Electronics,Debit Card,Chicago
237,Christopher Bell,eric67@example.com,+1 8027423987,"5721 Jeffrey Port, Jonesshire, TX 56909",15-11-2024,Silver,TX,336,2323.98,2025-04-04 21:50:07,Beauty,PayPal,Online
238,Mark Keller,ipadilla@example.com,+971 8587696962,"PSC 7865, Box 1397, APO AE 96166",25-10-2023,Gold,AE,968,1223.14,2025-01-07 08:55:59,Beauty,Debit Card,Los Angeles
239,Michael Warren,morenodakota@example.com,+1 4598681418,"256 Adrienne Corners, Amyton, OH 06579",05-03-2025,Bronze,OH,981,3867.26,2025-02-25 23:37:06,Beauty,Debit Card,Online
240,Jocelyn Brandt,jocelynbrandt@example.com,+1 9055874118,"50829 Case Pine, Christopherside, ND 87541",14-08-2023,Gold,ND,276,1001.23,2025-03-03 20:31:59,Beauty,Debit Card,New York
240,Jocelyn Brandt,jocelynbrandt@example.com,+1 9055874118,"50829 Case Pine, Christopherside, ND 87541",14-08-2023,Gold,ND,827,3141.98,2025-05-17 18:45:54,Sports,Credit Card,Online
244,Mary Martin,baileybaker@example.com,+1 3143422802,"83654 Anderson Via Apt. 805, Raymondhaven, OR 91026",11-04-2024,Bronze,OR,718,3496.4,2025-02-18 03:03:39,Home,Cash,Chicago
244,Mary Martin,baileybaker@example.com,+1 3143422802,"83654 Anderson Via Apt. 805, Raymondhaven, OR 91026",11-04-2024,Bronze,OR,907,3311.41,2025-06-06 00:30:10,Sports,PayPal,New York
245,Jaclyn Owens,edward23@example.com,+1 6453262482,"4679 Diaz Haven Suite 175, Brandychester, MI 92081",29-08-2024,Bronze,MI,829,1562.36,2025-02-05 20:13:15,Beauty,Credit Card,Chicago
246,Charles Graham,kennethmoore@example.net,+57 8557356873,"6121 Wright Underpass, South Toddbury, CO 11795",27-04-2024,Silver,CO,269,1516.26,2025-02-22 17:10:58,Sports,Credit Card,Online
248,Emily Jackson,jchristian@example.net,+241 9198655309,"8533 George Plains, Port John, GA 74711",13-04-2025,Gold,GA,191,4136.33,2025-05-23 08:37:10,Clothing,Debit Card,Online
249,Vanessa Gould,meyerelizabeth@example.net,+1 1056886071,"95954 Berry Isle Apt. 662, Bryantmouth, MI 93777",04-01-2025,Gold,MI,649,2532.5501263157894,2025-04-18 10:11:32,Clothing,PayPal,Chicago
252,Andrea Jones,john59@example.com,+1 9973699195,"02310 Schultz Junction Apt. 165, Port Tanyastad, WY 30994",28-03-2024,Bronze,WY,90,3704.49,2025-06-11 03:03:04,Sports,Debit Card,Chicago
253,Mary Schneider,yoconnor@example.net,+1 5681634710,"Unit 0740 Box 4483, DPO AA 60517",18-02-2024,Silver,AA,166,3244.47,2025-01-21 01:34:22,Electronics,Debit Card,New York
253,Mary Schneider,yoconnor@example.net,+1 5681634710,"Unit 0740 Box 4483, DPO AA 60517",18-02-2024,Silver,AA,454,4305.83,2025-05-27 14:21:07,Clothing,Credit Card,Online
255,Misty Romero,ucrawford@example.org,+692 7767407783,"878 Sheppard Stream Suite 368, Staceyview, MH 08601",20-12-2023,Bronze,MH,510,1935.5,2025-02-28 18:01:06,Electronics,Credit Card,Miami
256,Jennifer Bonilla,grahammadeline@example.net,+1 2712228831,"Unit 0493 Box 9031, DPO AP 01455",17-10-2023,Silver,AP,748,3735.84,2025-02-26 19:12:42,Clothing,Credit Card,Chicago
256,Jennifer Bonilla,grahammadeline@example.net,+1 2712228831,"Unit 0493 Box 9031, DPO AP 01455",17-10-2023,Silver,AP,900,2765.69,2025-02-17 08:36:08,Clothing,Cash,Los Angeles
257,Donna Roberts,melindamoss@example.org,+1-345 3581003405,"3700 Diana Views Suite 628, South Nicole, KY 77668",24-01-2024,Silver,KY,390,4078.63,2025-02-12 23:27:00,Home,Debit Card,Miami
258,Jesus Lucas,wsmith@example.org,+248 3688869122,"7606 Le Landing Apt. 728, Lake Raymondhaven, SC 95733",01-12-2023,Silver,SC,496,4220.45,2025-01-21 19:32:43,Clothing,Credit Card,Chicago
259,John King,kmullins@example.org,+249 7946887297,"1756 Robinson Dale, North Tina, SD 69227",04-04-2024,Gold,SD,33,2011.03,2025-01-23 21:57:58,Home,Debit Card,Online
259,John King,kmullins@example.org,+249 7946887297,"1756 Robinson Dale, North Tina, SD 69227",04-04-2024,Gold,SD,700,3566.26,2025-01-11 03:31:35,Clothing,Cash,Miami
261,Kristi Clarke,wgreen@example.org,+1 5888778644,"767 Ralph Pass, East Michelle, FL 17450",09-05-2025,Gold,FL,527,2728.64,2025-04-24 08:50:08,Clothing,Cash,Chicago
262,Julia Ingram,derrickcruz@example.org,+1 3096826725,"2876 Cox Village, West Jonmouth, AK 63438",09-01-2024,Bronze,AK,642,4324.39,2025-02-01 23:47:10,Clothing,Cash,Online
263,Amy Wilson,umorris@example.net,+687 1752434510,"2892 Edward Oval Apt. 027, Amandafurt, NC 52635",11-03-2024,Silver,NC,610,3435.23,2025-04-07 01:19:25,Home,Cash,New York
264,Charles Noble,crystaldavis@example.com,+1 4331691584,"793 Judy Road, South Meagan, OR 35852",13-03-2025,Bronze,OR,414,4374.65,2025-02-18 12:11:13,Electronics,Cash,Los Angeles
266,Leah Gonzalez,angela76@example.com,+1-664 3536228448,"9511 Paula Place, East Williamville, MS 56549",06-10-2023,Silver,MS,879,3625.53,2025-02-01 22:35:42,Home,PayPal,Chicago
266,Leah Gonzalez,angela76@example.com,+1-664 3536228448,"9511 Paula Place, East Williamville, MS 56549",06-10-2023,Silver,MS,969,4238.05,2025-02-05 18:42:28,Electronics,Debit Card,Chicago
267,Tara Cox,heatherpatel@example.net,+1 6281874112,"4962 Patricia Avenue Apt. 761, Smithtown, WV 91221",12-12-2024,Gold,WV,266,1382.88,2025-03-02 03:58:08,Clothing,Credit Card,Los Angeles
269,Jessica Scott,ricky97@example.com,+1 8607214412,"870 Brett Alley Suite 545, Wilsonburgh, AK 82301",06-03-2024,Silver,AK,328,1087.3,2025-04-11 22:35:20,Home,Debit Card,Online
269,Jessica Scott,ricky97@example.com,+1 8607214412,"870 Brett Alley Suite 545, Wilsonburgh, AK 82301",06-03-2024,Silver,AK,483,1301.18,2025-05-10 16:46:36,Electronics,PayPal,Miami
269,Jessica Scott,ricky97@example.com,+1 8607214412,"870 Brett Alley Suite 545, Wilsonburgh, AK 82301",06-03-2024,Silver,AK,631,4477.96,2025-01-07 03:26:37,Electronics,Debit Card,Los Angeles
270,David Gilmore,andersoncaitlin@example.com,+248 9716407736,"21158 Travis Forges Apt. 061, Tuckerfort, SC 45078",06-03-2024,Silver,SC,98,3274.94,2025-03-01 10:19:27,Electronics,Cash,Online
271,Nicholas Turner,ipalmer@example.org,+62 1538766665,"1125 Smith Island, Alvaradoborough, ID 39192",24-04-2025,Silver,ID,36,3320.88,2025-03-14 10:20:41,Beauty,Debit Card,Miami
271,Nicholas Turner,ipalmer@example.org,+62 1538766665,"1125 Smith Island, Alvaradoborough, ID 39192",24-04-2025,Silver,ID,984,4213.12,2025-01-06 19:50:35,Sports,Cash,Online
274,Bradley Phillips,kristen01@example.org,+1 2584863291,"83415 Ross Points Suite 681, South Jimmy, OH 51465",25-07-2023,Bronze,OH,962,2238.32,2025-06-05 12:16:26,Beauty,Credit Card,New York
276,Justin Jennings,qstephens@example.net,+1 7617995676,"7107 Campbell Villages, Shelbymouth, MI 48271",19-11-2023,Silver,MI,249,3551.77,2025-05-24 14:08:52,Electronics,Cash,Miami
277,Benjamin Williams,josephferguson@example.net,+1-284 8531371453,"99695 Pope Ports, Brownmouth, VI 96863",30-01-2025,Silver,VI,277,3965.03,2025-02-11 11:11:20,Home,Cash,Los Angeles
277,Benjamin Williams,josephferguson@example.net,+1-284 8531371453,"99695 Pope Ports, Brownmouth, VI 96863",30-01-2025,Silver,VI,768,3465.21,2025-01-19 20:23:34,Clothing,Cash,Online
283,Steven Price,yrivera@example.net,+972 9275105098,"844 Tracy Glens, Thompsonberg, IL 81137",05-06-2025,Gold,IL,139,4270.05,2025-05-15 01:20:58,Home,PayPal,Online
283,Steven Price,yrivera@example.net,+972 9275105098,"844 Tracy Glens, Thompsonberg, IL 81137",05-06-2025,Gold,IL,142,3371.6,2025-02-25 14:09:10,Home,PayPal,Chicago
283,Steven Price,yrivera@example.net,+972 9275105098,"844 Tracy Glens, Thompsonberg, IL 81137",05-06-2025,Gold,IL,644,3277.25,2025-04-11 00:41:57,Home,Cash,Chicago
286,Chris Washington,myork@example.com,+691 7203022916,"957 Danielle Passage, Tammyton, FM 47260",22-02-2024,Bronze,FM,13,2071.72,2025-05-06 03:01:02,Clothing,Cash,Miami
291,Adam Cook,jacksonsuzanne@example.net,+1 2836907680,"334 Cheryl Manor, New Allen, MI 73722",01-03-2025,Bronze,MI,321,3891.85,2025-04-03 18:01:22,Clothing,PayPal,Online
295,Tara Murphy,mary41@example.com,+212 8085164213,"83442 Joshua Fork Apt. 148, Schmidtfort, MA 76993",09-11-2024,Silver,MA,803,1926.05,2025-02-27 12:16:08,Clothing,Debit Card,Chicago
296,Tara Webb,sheila70@example.org,+1 8899085172,"94923 Laura Rue, Stewarttown, ND 63165",03-06-2025,Silver,ND,78,3743.55,2025-02-04 08:17:51,Home,Credit Card,Chicago
297,Bryan Marshall,daniel62@example.net,+1 xxx-xxx-xxxx,"86370 Charles Loop Apt. 517, Madelineborough, WV 97499",30-06-2024,Silver,WV,235,1616.8,2025-01-31 06:25:49,Beauty,PayPal,Chicago
298,Teresa Alexander,smurphy@example.net,+241 3194106970,"679 Isabella Garden, Dustinview, GA 15586",17-04-2024,Gold,GA,161,1192.58,2025-03-01 08:22:21,Home,Cash,Chicago
300,Mary Rich,michael88@example.org,+249 5884679387,"9240 Warner Spurs Apt. 158, Jimmymouth, SD 98508",19-12-2023,Gold,SD,262,1984.05,2025-05-30 23:12:05,Electronics,PayPal,Los Angeles
301,Michael Schroeder,jefferygarcia@example.org,+1 8564253622,"9529 Zachary Parkways Suite 978, North Gabrielbury, MI 42304",27-09-2023,Bronze,MI,202,4330.1,2025-04-08 06:17:48,Clothing,Debit Card,Chicago
301,Michael Schroeder,jefferygarcia@example.org,+1 8564253622,"9529 Zachary Parkways Suite 978, North Gabrielbury, MI 42304",27-09-2023,Bronze,MI,209,3526.29,2025-03-20 07:04:46,Clothing,PayPal,Chicago
301,Michael Schroeder,jefferygarcia@example.org,+1 8564253622,"9529 Zachary Parkways Suite 978, North Gabrielbury, MI 42304",27-09-2023,Bronze,MI,458,2973.48,2025-05-01 20:09:50,Beauty,Credit Card,Online
301,Michael Schroeder,jefferygarcia@example.org,+1 8564253622,"9529 Zachary Parkways Suite 978, North Gabrielbury, MI 42304",27-09-2023,Bronze,MI,648,2967.35,2025-02-17 01:18:44,Beauty,Credit Card,Chicago
302,David Watson,evansbradley@example.com,+1 1385517289,"0525 Rivers Wells Apt. 655, West Christopher, OR 23013",01-06-2024,Gold,OR,928,4334.04,2025-05-22 07:19:25,Beauty,Debit Card,Miami
303,Wesley George,maria99@example.org,+216 3271702778,"8688 Charles Flat, South Samuelland, TN 99286",09-05-2025,Bronze,TN,23,1108.71,2025-01-22 10:42:01,Electronics,Credit Card,Miami
303,Wesley George,maria99@example.org,+216 3271702778,"8688 Charles Flat, South Samuelland, TN 99286",09-05-2025,Bronze,TN,563,2682.71,2025-03-24 17:55:10,Clothing,Credit Card,Online
304,Ryan Farley,ybartlett@example.org,+1-284 5879184835,"1738 Katie Locks Apt. 002, Jodyburgh, VI 91996",09-07-2024,Silver,VI,702,3887.25,2025-05-29 15:28:18,Sports,Cash,Chicago
307,Courtney Reed,xhopkins@example.net,+1 xxx-xxx-xxxx,"8858 Joshua Square Suite 148, Johnbury, OH 85434",04-09-2024,Gold,OH,340,1008.48,2025-05-13 17:02:48,Home,Credit Card,Los Angeles
310,Amy Holland,johngarcia@example.net,+54 6519804345,"679 Cabrera Mission Apt. 743, Port Jillian, AR 49650",22-03-2025,Bronze,AR,763,4157.31,2025-01-11 20:01:56,Clothing,Debit Card,Chicago
312,Anthony Edwards,qsmith@example.com,+1 8567628266,"USS Gallagher, FPO AA 93881",17-06-2023,Gold,AA,194,2422.86,2025-01-13 13:45:30,Clothing,PayPal,Online
313,Tracey Dawson,heather72@example.com,+1 5012022007,"629 Keith Street Suite 248, Crawfordborough, ND 76771",28-12-2024,Gold,ND,890,3469.31,2025-04-14 08:11:33,Home,Cash,Online
314,Craig Winters,kaufmanangela@example.com,+687 7569641842,"879 Kirk Lodge Suite 401, Jamesview, NC 76500",10-07-2024,Silver,NC,294,1405.61,2025-05-21 06:36:48,Beauty,Cash,Los Angeles
314,Craig Winters,kaufmanangela@example.com,+687 7569641842,"879 Kirk Lodge Suite 401, Jamesview, NC 76500",10-07-2024,Silver,NC,401,4978.25,2025-03-09 07:43:31,Electronics,PayPal,Los Angeles
316,Anthony Brooks,rebecca93@example.com,+1-671 5937572673,"306 Fuller Stravenue, North Davidmouth, GU 94689",12-06-2024,Gold,GU,670,4799.26,2025-03-02 21:03:31,Beauty,Credit Card,Miami
317,Christopher Brown,zwells@example.org,+1 5074756155,"3621 Sean Branch Suite 935, New Jason, HI 63485",16-08-2023,Silver,HI,163,4536.0,2025-04-02 23:28:34,Sports,Debit Card,Online
317,Christopher Brown,zwells@example.org,+1 5074756155,"3621 Sean Branch Suite 935, New Jason, HI 63485",16-08-2023,Silver,HI,307,4165.6,2025-04-20 02:07:29,Beauty,Cash,Chicago
318,Jade Guerrero,jadeguerrero@example.com,+1 7216794560,"2807 Coleman Unions Suite 682, West Christineborough, TX 24899",20-12-2024,Silver,TX,866,3070.8,2025-05-25 13:36:29,Home,PayPal,New York
322,Sarah Marshall,hfreeman@example.net,+856 8818595186,"71961 Julie Fort, Fieldsbury, LA 84048",29-11-2024,Silver,LA,696,3772.78,2025-04-27 05:27:34,Sports,Credit Card,Los Angeles
323,Kevin Wilson,richard32@example.org,+1-684 2372029938,"65285 Carolyn Parkways, Lake Anthony, AS 15970",14-03-2024,Gold,AS,2,2041.87,2025-01-02 15:24:19,Clothing,Cash,New York
325,Jason Mendoza,seanlopez@example.com,+1 1249231897,"06413 Giles Islands, Jacksonfort, WI 90566",19-12-2023,Bronze,WI,491,1024.59,2025-03-19 12:00:38,Beauty,Debit Card,Online
329,Wendy Mcbride,holtdawn@example.com,+1 5471801693,"31049 Jerry Haven, Port Matthewchester, FL 56932",13-03-2025,Gold,FL,698,3596.56,2025-04-17 19:14:14,Home,Credit Card,New York
331,Margaret Douglas,jennifer04@example.net,+249 6756127624,"94033 Manuel Corners Apt. 771, Hernandezport, SD 60061",15-06-2024,Gold,SD,585,2475.6,2025-03-08 23:52:39,Home,PayPal,Chicago
